Type,Count,Size,Threshold,Architecture,Mode
Both,0,4,80,CS_ARCH_MIPS,CS_MODE_32
Total,10000000,4,80,CS_ARCH_MIPS,CS_MODE_64
Disassembled,7972297,4,80,CS_ARCH_MIPS,CS_MODE_64
Inflated,0,4,80,CS_ARCH_MIPS,CS_MODE_64
Both,0,4,80,CS_ARCH_MIPS,CS_MODE_64
Total,10000000,4,80,CS_ARCH_X86,CS_MODE_32
Disassembled,3139420,4,80,CS_ARCH_X86,CS_MODE_32
Inflated,0,4,80,CS_ARCH_X86,CS_MODE_32
Both,0,4,80,CS_ARCH_X86,CS_MODE_32
Total,10000000,4,80,CS_ARCH_X86,CS_MODE_64
Disassembled,2225074,4,80,CS_ARCH_X86,CS_MODE_64
Inflated,0,4,80,CS_ARCH_X86,CS_MODE_64
Both,0,4,80,CS_ARCH_X86,CS_MODE_64
Total,10000000,4,80,CS_ARCH_PPC,CS_MODE_32
Disassembled,7693187,4,80,CS_ARCH_PPC,CS_MODE_32
Inflated,0,4,80,CS_ARCH_PPC,CS_MODE_32
Both,0,4,80,CS_ARCH_PPC,CS_MODE_32
Total,10000000,4,80,CS_ARCH_PPC,CS_MODE_64
Disassembled,7693544,4,80,CS_ARCH_PPC,CS_MODE_64
Inflated,0,4,80,CS_ARCH_PPC,CS_MODE_64
Both,0,4,80,CS_ARCH_PPC,CS_MODE_64
Total,10000000,4,80,CS_ARCH_PPC,CS_MODE_QPX
Disassembled,7728327,4,80,CS_ARCH_PPC,CS_MODE_QPX
Inflated,0,4,80,CS_ARCH_PPC,CS_MODE_QPX
Both,0,4,80,CS_ARCH_PPC,CS_MODE_QPX
Total,10000000,4,80,CS_ARCH_PPC,CS_MODE_PS
Disassembled,8049423,4,80,CS_ARCH_PPC,CS_MODE_PS
Inflated,0,4,80,CS_ARCH_PPC,CS_MODE_PS
Both,0,4,80,CS_ARCH_PPC,CS_MODE_PS
Total,10000000,4,80,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Disassembled,3489669,4,80,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,80,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Both,0,4,80,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,80,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Disassembled,8225872,4,80,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,80,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Both,0,4,80,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,80,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Disassembled,5585293,4,80,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,80,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Both,0,4,80,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,80,CS_ARCH_M68K,CS_MODE_M68K_000
Disassembled,5584258,4,80,CS_ARCH_M68K,CS_MODE_M68K_000
Inflated,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_000
Both,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_000
Total,10000000,4,80,CS_ARCH_M68K,CS_MODE_M68K_010
Disassembled,5597760,4,80,CS_ARCH_M68K,CS_MODE_M68K_010
Inflated,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_010
Both,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_010
Total,10000000,4,80,CS_ARCH_M68K,CS_MODE_M68K_020
Disassembled,6271948,4,80,CS_ARCH_M68K,CS_MODE_M68K_020
Inflated,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_020
Both,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_020
Total,10000000,4,80,CS_ARCH_M68K,CS_MODE_M68K_030
Disassembled,6270838,4,80,CS_ARCH_M68K,CS_MODE_M68K_030
Inflated,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_030
Both,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_030
Total,10000000,4,80,CS_ARCH_M68K,CS_MODE_M68K_040
Disassembled,6307690,4,80,CS_ARCH_M68K,CS_MODE_M68K_040
Inflated,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_040
Both,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_040
Total,10000000,4,80,CS_ARCH_M68K,CS_MODE_M68K_060
Disassembled,6306985,4,80,CS_ARCH_M68K,CS_MODE_M68K_060
Inflated,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_060
Both,0,4,80,CS_ARCH_M68K,CS_MODE_M68K_060
Total,10000000,4,80,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Disassembled,7390633,4,80,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,80,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Both,0,4,80,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6301
Disassembled,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6301
Inflated,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6301
Both,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6301
Total,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6309
Disassembled,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6309
Inflated,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6309
Both,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6309
Total,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6800
Disassembled,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6800
Inflated,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6800
Both,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6800
Total,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6801
Disassembled,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6801
Inflated,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6801
Both,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6801
Total,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6805
Disassembled,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6805
Inflated,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6805
Both,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6805
Total,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6808
Disassembled,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6808
Inflated,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6808
Both,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6808
Total,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6809
Disassembled,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6809
Inflated,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6809
Both,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6809
Total,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6811
Disassembled,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_6811
Inflated,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6811
Both,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_6811
Total,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Disassembled,9951437,4,80,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Inflated,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Both,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Total,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Disassembled,10000000,4,80,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Inflated,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Both,0,4,80,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Total,10000000,4,80,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Disassembled,341433,4,80,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,80,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Both,0,4,80,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Disassembled,5208897,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Inflated,0,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Both,0,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Total,10000000,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Disassembled,4513447,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Inflated,0,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Both,0,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Total,10000000,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Disassembled,4464736,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Inflated,0,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Both,0,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Total,10000000,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Disassembled,4569678,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Inflated,0,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Both,0,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Total,10000000,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Disassembled,4364551,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Inflated,0,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Both,0,4,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Total,10000000,4,80,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Disassembled,1845709,4,80,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,80,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Both,0,4,80,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,80,CS_ARCH_RISCV,CS_MODE_RISCVC
Disassembled,5695627,4,80,CS_ARCH_RISCV,CS_MODE_RISCVC
Inflated,0,4,80,CS_ARCH_RISCV,CS_MODE_RISCVC
Both,0,4,80,CS_ARCH_RISCV,CS_MODE_RISCVC
Total,10000000,4,80,CS_ARCH_SH,CS_MODE_SH2
Disassembled,6837857,4,80,CS_ARCH_SH,CS_MODE_SH2
Inflated,0,4,80,CS_ARCH_SH,CS_MODE_SH2
Both,0,4,80,CS_ARCH_SH,CS_MODE_SH2
Total,10000000,4,80,CS_ARCH_SH,CS_MODE_SH3
Disassembled,7139486,4,80,CS_ARCH_SH,CS_MODE_SH3
Inflated,0,4,80,CS_ARCH_SH,CS_MODE_SH3
Both,0,4,80,CS_ARCH_SH,CS_MODE_SH3
Total,10000000,4,80,CS_ARCH_SH,CS_MODE_SH4
Disassembled,7190089,4,80,CS_ARCH_SH,CS_MODE_SH4
Inflated,0,4,80,CS_ARCH_SH,CS_MODE_SH4
Both,0,4,80,CS_ARCH_SH,CS_MODE_SH4
Total,10000000,4,80,CS_ARCH_SH,CS_MODE_SH4A
Disassembled,7203014,4,80,CS_ARCH_SH,CS_MODE_SH4A
Inflated,0,4,80,CS_ARCH_SH,CS_MODE_SH4A
Both,0,4,80,CS_ARCH_SH,CS_MODE_SH4A
Total,10000000,4,80,CS_ARCH_SH,CS_MODE_SHFPU
Disassembled,7434308,4,80,CS_ARCH_SH,CS_MODE_SHFPU
Inflated,0,4,80,CS_ARCH_SH,CS_MODE_SHFPU
Both,0,4,80,CS_ARCH_SH,CS_MODE_SHFPU
Total,10000000,4,80,CS_ARCH_SH,CS_MODE_SHDSP
Disassembled,7405497,4,80,CS_ARCH_SH,CS_MODE_SHDSP
Inflated,0,4,80,CS_ARCH_SH,CS_MODE_SHDSP
Both,0,4,80,CS_ARCH_SH,CS_MODE_SHDSP
Total,10000000,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Disassembled,3608883,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Inflated,0,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Both,0,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Total,10000000,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Disassembled,4199268,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Inflated,0,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Both,0,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Total,10000000,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Disassembled,4207209,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Inflated,0,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Both,0,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Total,10000000,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Disassembled,4216633,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Inflated,0,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Both,0,4,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Total,10000000,4,75,CS_ARCH_ARM,CS_MODE_ARM
Disassembled,8683947,4,75,CS_ARCH_ARM,CS_MODE_ARM
Inflated,0,4,75,CS_ARCH_ARM,CS_MODE_ARM
Both,0,4,75,CS_ARCH_ARM,CS_MODE_ARM
Total,10000000,4,75,CS_ARCH_ARM,CS_MODE_THUMB
Disassembled,8551245,4,75,CS_ARCH_ARM,CS_MODE_THUMB
Inflated,23831,4,75,CS_ARCH_ARM,CS_MODE_THUMB
Both,5654,4,75,CS_ARCH_ARM,CS_MODE_THUMB
Total,10000000,4,75,CS_ARCH_ARM,CS_MODE_MCLASS
Disassembled,8682571,4,75,CS_ARCH_ARM,CS_MODE_MCLASS
Inflated,0,4,75,CS_ARCH_ARM,CS_MODE_MCLASS
Both,0,4,75,CS_ARCH_ARM,CS_MODE_MCLASS
Total,10000000,4,75,CS_ARCH_ARM,CS_MODE_V8
Disassembled,7248839,4,75,CS_ARCH_ARM,CS_MODE_V8
Inflated,0,4,75,CS_ARCH_ARM,CS_MODE_V8
Both,0,4,75,CS_ARCH_ARM,CS_MODE_V8
Total,10000000,4,75,CS_ARCH_MIPS,CS_MODE_32
Disassembled,6212262,4,75,CS_ARCH_MIPS,CS_MODE_32
Inflated,0,4,75,CS_ARCH_MIPS,CS_MODE_32
Both,0,4,75,CS_ARCH_MIPS,CS_MODE_32
Total,10000000,4,75,CS_ARCH_MIPS,CS_MODE_64
Disassembled,7971524,4,75,CS_ARCH_MIPS,CS_MODE_64
Inflated,0,4,75,CS_ARCH_MIPS,CS_MODE_64
Both,0,4,75,CS_ARCH_MIPS,CS_MODE_64
Total,10000000,4,75,CS_ARCH_X86,CS_MODE_32
Disassembled,6986787,4,75,CS_ARCH_X86,CS_MODE_32
Inflated,0,4,75,CS_ARCH_X86,CS_MODE_32
Both,0,4,75,CS_ARCH_X86,CS_MODE_32
Total,10000000,4,75,CS_ARCH_X86,CS_MODE_64
Disassembled,5576391,4,75,CS_ARCH_X86,CS_MODE_64
Inflated,0,4,75,CS_ARCH_X86,CS_MODE_64
Both,0,4,75,CS_ARCH_X86,CS_MODE_64
Total,10000000,4,75,CS_ARCH_PPC,CS_MODE_32
Disassembled,7692605,4,75,CS_ARCH_PPC,CS_MODE_32
Inflated,0,4,75,CS_ARCH_PPC,CS_MODE_32
Both,0,4,75,CS_ARCH_PPC,CS_MODE_32
Total,10000000,4,75,CS_ARCH_PPC,CS_MODE_64
Disassembled,7693183,4,75,CS_ARCH_PPC,CS_MODE_64
Inflated,0,4,75,CS_ARCH_PPC,CS_MODE_64
Both,0,4,75,CS_ARCH_PPC,CS_MODE_64
Total,10000000,4,75,CS_ARCH_PPC,CS_MODE_QPX
Disassembled,7729131,4,75,CS_ARCH_PPC,CS_MODE_QPX
Inflated,0,4,75,CS_ARCH_PPC,CS_MODE_QPX
Both,0,4,75,CS_ARCH_PPC,CS_MODE_QPX
Total,10000000,4,75,CS_ARCH_PPC,CS_MODE_PS
Disassembled,8046813,4,75,CS_ARCH_PPC,CS_MODE_PS
Inflated,0,4,75,CS_ARCH_PPC,CS_MODE_PS
Both,0,4,75,CS_ARCH_PPC,CS_MODE_PS
Total,10000000,4,75,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Disassembled,3489793,4,75,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,75,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Both,0,4,75,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,75,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Disassembled,8227506,4,75,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,75,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Both,0,4,75,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,75,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Disassembled,5584552,4,75,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,75,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Both,0,4,75,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,75,CS_ARCH_M68K,CS_MODE_M68K_000
Disassembled,5583835,4,75,CS_ARCH_M68K,CS_MODE_M68K_000
Inflated,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_000
Both,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_000
Total,10000000,4,75,CS_ARCH_M68K,CS_MODE_M68K_010
Disassembled,5598292,4,75,CS_ARCH_M68K,CS_MODE_M68K_010
Inflated,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_010
Both,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_010
Total,10000000,4,75,CS_ARCH_M68K,CS_MODE_M68K_020
Disassembled,6270207,4,75,CS_ARCH_M68K,CS_MODE_M68K_020
Inflated,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_020
Both,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_020
Total,10000000,4,75,CS_ARCH_M68K,CS_MODE_M68K_030
Disassembled,6267028,4,75,CS_ARCH_M68K,CS_MODE_M68K_030
Inflated,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_030
Both,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_030
Total,10000000,4,75,CS_ARCH_M68K,CS_MODE_M68K_040
Disassembled,6310230,4,75,CS_ARCH_M68K,CS_MODE_M68K_040
Inflated,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_040
Both,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_040
Total,10000000,4,75,CS_ARCH_M68K,CS_MODE_M68K_060
Disassembled,6305224,4,75,CS_ARCH_M68K,CS_MODE_M68K_060
Inflated,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_060
Both,0,4,75,CS_ARCH_M68K,CS_MODE_M68K_060
Total,10000000,4,75,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Disassembled,7389122,4,75,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,75,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Both,0,4,75,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6301
Disassembled,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6301
Inflated,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6301
Both,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6301
Total,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6309
Disassembled,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6309
Inflated,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6309
Both,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6309
Total,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6800
Disassembled,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6800
Inflated,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6800
Both,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6800
Total,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6801
Disassembled,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6801
Inflated,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6801
Both,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6801
Total,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6805
Disassembled,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6805
Inflated,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6805
Both,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6805
Total,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6808
Disassembled,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6808
Inflated,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6808
Both,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6808
Total,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6809
Disassembled,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6809
Inflated,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6809
Both,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6809
Total,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6811
Disassembled,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_6811
Inflated,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6811
Both,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_6811
Total,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Disassembled,9999741,4,75,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Inflated,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Both,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Total,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Disassembled,10000000,4,75,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Inflated,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Both,0,4,75,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Total,10000000,4,75,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Disassembled,1949146,4,75,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,75,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Both,0,4,75,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Disassembled,9255625,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Inflated,0,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Both,0,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Total,10000000,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Disassembled,8890944,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Inflated,0,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Both,0,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Total,10000000,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Disassembled,8555865,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Inflated,0,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Both,0,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Total,10000000,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Disassembled,8581176,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Inflated,0,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Both,0,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Total,10000000,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Disassembled,8535678,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Inflated,0,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Both,0,4,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Total,10000000,4,75,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Disassembled,5186953,4,75,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Inflated,0,4,75,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Both,0,4,75,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Total,10000000,4,75,CS_ARCH_RISCV,CS_MODE_RISCVC
Disassembled,5696687,4,75,CS_ARCH_RISCV,CS_MODE_RISCVC
Inflated,0,4,75,CS_ARCH_RISCV,CS_MODE_RISCVC
Both,0,4,75,CS_ARCH_RISCV,CS_MODE_RISCVC
Total,10000000,4,75,CS_ARCH_SH,CS_MODE_SH2
Disassembled,6839824,4,75,CS_ARCH_SH,CS_MODE_SH2
Inflated,0,4,75,CS_ARCH_SH,CS_MODE_SH2
Both,0,4,75,CS_ARCH_SH,CS_MODE_SH2
Total,10000000,4,75,CS_ARCH_SH,CS_MODE_SH3
Disassembled,7143644,4,75,CS_ARCH_SH,CS_MODE_SH3
Inflated,0,4,75,CS_ARCH_SH,CS_MODE_SH3
Both,0,4,75,CS_ARCH_SH,CS_MODE_SH3
Total,10000000,4,75,CS_ARCH_SH,CS_MODE_SH4
Disassembled,7189976,4,75,CS_ARCH_SH,CS_MODE_SH4
Inflated,0,4,75,CS_ARCH_SH,CS_MODE_SH4
Both,0,4,75,CS_ARCH_SH,CS_MODE_SH4
Total,10000000,4,75,CS_ARCH_SH,CS_MODE_SH4A
Disassembled,7206895,4,75,CS_ARCH_SH,CS_MODE_SH4A
Inflated,0,4,75,CS_ARCH_SH,CS_MODE_SH4A
Both,0,4,75,CS_ARCH_SH,CS_MODE_SH4A
Total,10000000,4,75,CS_ARCH_SH,CS_MODE_SHFPU
Disassembled,7434401,4,75,CS_ARCH_SH,CS_MODE_SHFPU
Inflated,0,4,75,CS_ARCH_SH,CS_MODE_SHFPU
Both,0,4,75,CS_ARCH_SH,CS_MODE_SHFPU
Total,10000000,4,75,CS_ARCH_SH,CS_MODE_SHDSP
Disassembled,7406248,4,75,CS_ARCH_SH,CS_MODE_SHDSP
Inflated,0,4,75,CS_ARCH_SH,CS_MODE_SHDSP
Both,0,4,75,CS_ARCH_SH,CS_MODE_SHDSP
Total,10000000,4,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
